Date,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19,Subject_20,Subject_21,Subject_22,Subject_23,Subject_24,Subject_25,Subject_26,Subject_27,Subject_28,Subject_29,Subject_30,Subject_31,Subject_32,Subject_33,Subject_34,Subject_35,Subject_36,Subject_37,Subject_38,Subject_39,Subject_40,Subject_41,Subject_42,Subject_43,Subject_44,Subject_45,Subject_46,Subject_47,Subject_48,Subject_49,Subject_50,Subject_51,Subject_52,Subject_53,Subject_54,Subject_55,Subject_56,Subject_57,Subject_58,Subject_59,Subject_60,Subject_61,Subject_62,Subject_63,Subject_64,Subject_65,Subject_66,Subject_67,Subject_68,Subject_69,Subject_70,Subject_71,Subject_72,Subject_73,Subject_74,Subject_75,Subject_76,Subject_77,Subject_78,Subject_79,Subject_80,Subject_81,Subject_82,Subject_83,Subject_84,Subject_85,Subject_86,Subject_87,Subject_88,Subject_89,Subject_90,Subject_91,Subject_92,Subject_93,Subject_94,Subject_95,Subject_96,Subject_97,Subject_98,Subject_99
1761.0000,2.5649,3.7750,2.3913,3.3116,3.7849,2.4288,4.2812,3.5309,1.6791,3.8534,4.1671,2.8564,2.8974,3.2387,1.8676,3.1078,3.5778,2.6819,3.6856,4.3459,1.8303,1.9215,2.5868,3.3949,3.2436,2.4585,2.3271,2.5701,4.0369,2.4364,2.6614,3.5875,2.8490,2.4120,3.8765,3.2146,2.5984,2.7821,3.5768,2.7953,3.1730,3.5548,3.6205,1.9092,2.7256,2.8194,3.0840,3.4881,3.7291,2.7514,2.3583,3.1435,2.6672,4.0725,3.2463,3.0642,3.6316,2.6354,2.8254,2.9265,3.4260,3.8181,3.5091,3.4903,2.8989,3.2595,2.8948,3.7316,2.6560,2.9909,3.1794,3.5075,2.5967,2.8958,2.5389,2.2254,3.6887,3.3100,2.1295,2.4450,3.3674,2.6663,2.3976,3.7840,2.7384,2.8066,3.3683,2.6003,3.0409,3.1246,3.4749,2.5807,3.6781,3.2308,4.1050,3.1579,2.7030,2.7015,2.3415,3.0179
1762.0000,2.9810,3.5578,3.0691,2.5096,3.6341,2.7561,3.1762,3.8932,3.7803,2.5724,2.9431,3.8195,3.6043,3.3372,3.5442,1.7072,2.8291,2.1382,2.6194,2.7706,3.2850,3.7051,3.4691,3.1581,2.7770,3.7609,3.1468,1.9177,2.9437,3.2823,2.3981,3.1105,3.8893,2.8194,2.9400,2.9453,2.3808,2.6805,2.3564,2.7866,2.4754,3.5410,2.8896,3.4715,2.1944,2.9443,3.3044,3.3760,2.5802,2.8920,3.0207,2.7467,2.7021,3.2714,2.2367,1.8573,2.6589,3.1286,1.5724,3.7750,3.0154,3.3094,2.4509,2.9339,4.0630,4.0884,3.3412,2.7950,2.8972,3.7629,2.5321,2.3981,2.8786,3.5111,2.3099,3.1734,3.1827,3.0364,2.8622,3.5167,3.3021,2.0671,3.9232,3.2253,3.1377,2.7281,2.7649,1.4119,2.7974,3.2955,3.3077,2.5222,1.5001,2.2453,2.7412,3.7063,1.9483,2.9402,3.2879,3.3073
1763.0000,2.8741,1.2433,3.2972,3.0089,3.2588,2.3588,2.6425,3.8484,2.8826,2.9354,2.5061,3.7052,1.9461,2.6282,3.2084,2.9246,3.4853,3.2091,3.8288,2.8194,2.8778,3.1291,1.8801,3.8221,2.4121,3.6563,3.8446,3.5860,3.0933,2.5895,1.6800,3.3184,2.8328,4.0214,2.7996,3.3609,2.7344,3.2418,2.7689,2.8775,1.8367,2.5470,2.8886,3.7569,3.1469,2.2372,3.9472,3.1973,3.6615,2.4307,0.9828,2.5136,2.3578,3.1434,2.0430,2.4391,2.1491,3.0655,2.4188,3.8230,3.4669,3.5005,2.8577,3.1344,3.5175,2.4755,3.7505,2.9464,3.7638,4.3667,3.9488,2.3383,3.7371,2.8036,2.7379,2.8523,2.2781,3.1437,2.5610,3.6761,3.1931,1.4176,2.4076,2.3777,2.5726,2.5887,3.1175,2.8949,2.3269,3.2573,3.5450,2.9977,3.7095,3.2540,2.6523,2.7520,2.9949,3.3160,3.0974,3.5874
1764.0000,3.6939,2.3796,2.2885,2.9292,3.2686,3.5447,3.3856,3.3677,2.4300,3.2214,2.6030,3.2456,3.5388,2.5876,2.8480,4.4829,2.5367,2.6884,2.3327,2.1232,3.5968,2.5840,2.6179,2.5088,1.2908,3.4475,2.6579,2.9613,3.8220,2.9049,3.0697,3.0987,3.7670,2.1761,2.6510,1.6745,3.0097,3.3835,2.7385,4.2086,3.5947,4.1885,3.1047,4.1040,2.6978,3.2634,3.0909,2.7600,4.0229,3.8223,2.6087,3.4463,3.0897,3.1293,3.4013,2.7342,3.1545,3.2222,2.6743,2.7335,3.5653,3.0612,4.4733,4.3344,2.5952,3.2217,1.8046,2.6256,2.4734,2.5458,1.7093,3.1680,3.0922,2.5122,2.9541,3.5607,3.9734,2.1940,3.9628,1.9573,2.4981,2.7591,3.9337,3.3635,3.3516,3.9422,3.1336,2.7243,3.8857,2.8640,2.2269,1.9470,3.0929,4.1295,3.4478,3.0258,3.7323,2.0928,3.2582,2.6710
1765.0000,3.8317,2.4884,3.4831,3.1182,3.0073,3.4179,2.9182,3.8677,2.8715,1.6788,3.8732,3.8049,3.3046,3.8412,3.4164,2.4933,1.7557,2.3647,2.8234,3.3124,2.1351,2.4479,3.9149,2.5722,2.5519,2.4187,3.9788,3.4736,3.5357,3.9966,3.5786,3.8079,3.2182,3.5238,3.3769,3.4198,2.2885,2.8653,2.7748,2.6018,2.9691,4.0891,3.5652,3.0520,3.1968,3.8441,2.2585,3.2272,3.9950,4.0783,3.5351,3.3247,1.8966,2.5594,2.9628,3.2167,3.2360,1.6034,2.6621,3.1532,2.5224,2.8494,3.2936,3.1699,3.0904,3.4289,3.6647,2.8091,2.3504,2.5647,2.6882,2.9590,2.0771,2.5264,2.8344,3.8046,3.3022,2.8974,3.5206,3.0983,3.1307,3.6325,3.1939,3.0838,3.4262,2.6639,3.0214,1.7300,2.7432,3.9217,2.7796,2.9957,2.7425,2.3792,3.2906,2.9841,3.6537,2.4644,3.0213,2.7942
1766.0000,2.6447,3.6491,2.5591,2.5657,4.5190,2.9570,2.8769,3.2787,2.3967,3.2125,2.2929,2.7164,2.6574,3.8118,3.3821,4.1110,4.0089,2.5908,3.3197,2.7424,2.6228,3.7229,3.8656,3.0803,3.2055,3.1788,3.1975,3.2148,2.3964,3.3719,2.5905,2.2883,2.9183,3.1645,3.5080,3.2306,3.1788,2.6022,3.2412,3.1288,3.1764,2.5534,4.0224,3.4549,3.4090,3.0571,2.8297,3.5590,2.2043,2.7225,2.8235,3.3417,2.8121,3.8514,1.9410,3.9383,3.1877,3.5619,2.6879,3.6191,2.8001,3.1502,2.1048,3.3234,3.0700,1.8621,2.9344,2.8039,3.4888,2.5876,3.1105,3.7701,2.4694,4.1248,3.1420,2.8573,2.1721,1.9246,3.5695,2.7152,2.6187,3.6344,3.4013,3.0678,2.1095,1.8172,3.5631,2.9668,2.8366,4.1483,2.7418,3.2125,4.2935,3.3662,2.6652,2.4892,3.7309,2.2533,3.5022,3.9758
1767.0000,2.9424,3.4995,3.0460,3.8582,3.1702,2.5830,3.2216,3.0949,2.6348,2.8632,2.2790,2.4996,3.3935,1.8924,3.1731,3.0135,2.6503,3.8535,3.4226,2.6478,3.1282,3.5583,2.0571,3.1357,2.8567,3.2436,4.2767,2.6130,2.7998,2.2826,3.1373,3.3796,1.5217,3.8919,3.9686,1.3950,2.0927,3.2921,3.0642,3.7170,2.8395,3.7913,2.1889,3.2642,2.7543,2.7330,1.9490,2.7721,3.8472,2.6279,2.8804,3.1004,2.4372,3.1821,3.3609,2.8791,1.9022,3.9481,3.0562,3.0131,2.8989,2.6698,2.0231,2.9977,3.1179,3.6236,4.0141,2.5895,3.9996,3.0814,3.3826,2.4158,3.2386,2.4627,3.4372,2.2758,3.0551,2.7781,3.2464,3.1852,3.1298,2.7299,3.5566,3.3805,2.5652,3.4884,2.6496,3.0922,2.9815,2.9846,3.5215,1.9548,3.8114,1.9760,3.7951,3.3879,2.1510,3.2665,2.8611,2.3398
1768.0000,3.7863,3.7331,3.2895,4.0763,3.1536,2.8974,3.8608,2.6190,3.5518,3.7443,3.2055,3.1365,3.3668,3.2229,2.6530,0.9076,2.7649,2.1879,3.6680,2.8001,3.2220,3.5338,3.6996,2.5142,4.3896,3.6369,3.4695,2.5259,4.3047,3.4802,3.7593,2.8989,4.2352,3.9764,3.0181,4.2919,2.4363,3.6079,3.4701,3.4940,2.6431,2.8469,3.6483,3.7091,3.0250,2.8955,2.7360,3.8605,2.9540,2.7090,1.8821,1.9492,2.3448,1.7853,2.7693,2.8292,2.4022,2.7496,2.9492,1.9303,3.4322,1.3235,4.1861,2.1033,3.0169,2.7800,3.2268,2.5394,3.3244,2.0432,3.4598,2.8242,3.2262,3.6186,2.2728,2.6359,2.5390,2.9366,3.0969,3.4369,3.1285,2.9005,3.3273,3.6228,3.5853,4.2719,2.6149,3.1394,2.1830,2.5796,3.3751,3.7628,2.6999,3.2839,3.0489,3.3100,3.1341,2.7121,1.6387,2.0917
1769.0000,3.2342,2.9485,4.2638,3.0302,3.5560,2.2857,2.1562,3.1238,4.0150,3.2477,2.8100,3.2478,3.3764,3.2747,3.0166,2.3633,2.3125,2.6903,2.9231,2.2068,3.9665,3.3631,2.6830,3.4640,4.4725,3.1506,3.1381,3.6250,2.1836,2.6619,2.5398,3.4678,1.9873,3.1989,2.7123,2.8316,2.6671,3.8902,2.4835,2.2830,3.1896,2.6537,3.3104,2.9671,3.0237,3.0345,1.9803,1.7835,4.2130,2.2923,3.3126,2.3222,2.9446,2.8386,3.8727,2.8740,2.0720,2.1408,3.1792,3.5223,4.2089,4.2795,2.1423,2.9268,2.2625,3.1660,3.4816,1.8956,3.5131,3.4323,2.8448,2.6363,3.9981,2.9079,2.3417,3.0651,3.6227,3.4129,1.8184,2.1787,2.7497,3.0865,3.0857,2.2396,3.5492,3.2811,2.0479,2.4178,2.9289,2.0804,3.0140,3.0998,2.7341,3.3455,4.0884,2.6020,3.2853,2.7279,3.9240,3.7544
1770.0000,2.9997,2.6297,3.4718,2.9627,2.2618,2.3959,2.9027,4.3084,3.6587,3.8349,3.5693,3.8333,3.9081,2.3358,3.3691,3.3810,3.3004,3.2544,1.4845,3.1120,2.1853,3.5773,2.6898,2.8354,2.9665,1.7696,2.8951,2.2361,3.5739,2.6789,2.3137,3.7434,2.8185,2.4123,2.9334,2.8787,3.1376,2.3929,3.6397,3.1912,3.9747,3.3355,2.4090,3.6357,2.8440,3.0614,1.5213,2.2466,3.8247,3.6631,1.9441,3.2011,3.2088,3.7522,2.3471,1.9565,3.1891,2.6053,2.6490,2.4645,3.7505,2.4858,3.5850,3.3769,2.6114,3.5945,3.7692,3.2238,2.8694,3.4647,2.5607,3.3073,3.9324,2.2015,1.9242,3.4477,2.4784,2.7349,3.0993,2.6365,3.0835,2.4173,2.6884,2.9559,3.3406,2.7575,3.2128,3.3725,3.3118,2.9404,3.7935,2.5439,3.6396,3.6076,3.5460,2.7028,3.5903,3.3002,2.3386,2.8268
1771.0000,2.9653,4.3211,5.1359,4.7590,3.2206,3.2158,3.8679,3.8984,4.6140,3.7628,4.9210,3.5982,4.8519,2.8639,3.5823,4.0559,4.6879,4.4463,3.3338,2.9857,4.0087,3.9577,3.7146,4.0101,2.9658,4.4362,4.8215,3.3177,3.3463,5.0106,4.8844,3.3937,3.4841,2.6311,4.4209,4.1877,4.0506,5.8305,3.8836,3.9349,4.2328,3.8780,4.9144,3.8973,4.1327,5.8303,3.5710,3.0772,4.1605,3.5417,3.5275,4.2099,4.7137,2.8078,3.8724,2.3594,4.7620,3.1989,4.5377,5.4564,5.0921,4.3515,2.4244,5.5239,3.6786,4.6472,3.6060,3.8161,5.2977,2.6797,3.0187,3.7712,4.8508,2.0035,5.0115,3.6733,4.5604,6.1072,4.4136,4.8844,5.1083,3.7671,4.1216,3.8720,4.1806,3.7665,3.5908,3.5230,4.6179,2.9393,4.0893,5.1043,2.8930,2.5971,4.5455,3.3625,3.4177,4.5145,4.2501,3.4577
1772.0000,3.7376,2.8170,3.5331,3.9382,4.4422,4.4739,5.3949,3.9465,4.8017,4.2205,3.2154,4.2586,4.2847,4.5447,4.4005,4.1102,3.2890,3.7589,4.2344,4.5235,4.6550,4.2928,4.5135,5.1503,4.1681,3.5741,2.8665,4.0301,4.4983,3.7010,5.1841,3.3054,3.7004,3.9642,3.0028,4.8004,3.3907,3.0428,2.5229,4.7217,5.0052,3.1692,2.8378,3.6153,3.9649,3.5440,4.3584,3.1228,5.6263,4.2634,4.7883,3.6553,4.7509,5.3133,3.4060,4.0931,4.7900,4.3220,3.3162,3.6181,4.4606,4.2589,3.4652,4.2597,2.2158,4.0536,4.7625,4.7419,3.6499,4.1955,4.1755,3.8971,3.3376,2.8314,3.4810,2.9660,2.2425,4.8796,2.7249,3.3525,3.3394,2.4402,4.0867,2.4385,5.2148,2.6681,3.1427,3.6411,3.6659,3.7733,4.6809,4.8995,5.7575,3.0153,4.8543,4.5708,3.7942,2.9864,5.9906,5.0295
1773.0000,2.6205,5.2859,4.4410,4.2561,4.7057,3.5728,3.9535,4.8321,3.1227,2.9491,2.6884,4.6607,3.1913,3.7573,3.6330,4.5121,4.3223,3.3736,5.1641,4.3760,4.3084,3.6763,3.7518,3.8183,4.0393,4.3676,4.3700,3.8144,3.9193,4.5884,4.9859,5.0294,3.9992,2.9963,4.1492,4.1536,4.0851,4.4340,3.6159,4.1119,2.1504,5.4506,4.0419,3.7584,4.4345,3.8136,3.4250,4.6853,4.0604,3.4622,4.5665,4.3678,4.3146,3.7665,4.8758,3.2811,4.6842,5.2318,3.2710,4.1904,2.5593,4.0300,2.6246,2.9245,4.1608,4.8703,4.4048,3.8215,3.3657,4.0111,5.9427,5.1402,2.9206,3.4212,2.8379,4.4462,3.7600,2.7527,3.8513,3.6006,3.1355,3.7055,4.6929,3.2410,3.7019,2.8415,3.6597,5.0973,4.4350,3.4204,3.5099,5.0104,3.8936,3.5883,4.9293,3.6847,3.4335,4.3506,2.9771,3.6811
1774.0000,3.4034,4.1527,3.9507,5.5221,4.6054,4.0745,4.5170,3.8825,4.2714,4.5365,4.4397,5.2031,4.5194,3.5000,4.2850,3.1610,5.6977,2.5603,3.9644,4.4719,3.3115,3.7171,4.8854,3.0764,4.7972,3.8672,3.7621,5.6441,4.6781,4.3656,3.8481,4.1967,3.9161,5.5228,4.2146,3.4637,3.6496,4.3824,3.1682,3.4460,2.7605,2.1965,5.8853,3.8867,5.4904,4.5214,4.3010,3.1787,4.0362,4.2055,3.3438,4.6457,5.0653,4.4550,4.2480,2.6983,6.3150,4.6845,3.1283,3.1473,3.5339,3.2735,4.1067,3.3803,4.1761,3.7093,3.8566,3.1166,4.2156,4.2848,3.4135,2.7345,4.1143,2.6136,3.4209,4.4325,5.0708,3.8264,4.3228,5.0921,3.2009,3.6990,4.2794,5.1156,3.0870,3.0647,4.8226,5.0129,3.5314,4.0868,4.8149,3.8583,2.4913,4.1982,4.7933,3.0012,5.0753,3.7636,2.5648,4.1882
1775.0000,2.7823,5.1217,4.4070,5.4559,2.6570,4.1173,5.1861,4.9843,4.5290,4.3156,4.5371,4.8342,5.4743,2.5878,3.1900,3.5420,4.1770,4.3263,3.7246,3.9504,4.6321,4.9832,3.3647,3.7956,4.0560,6.0289,3.4707,4.2572,4.0469,3.6625,4.7637,3.9388,3.6054,4.0563,4.2169,3.4822,3.3976,4.9025,3.5166,4.7339,3.8537,3.2970,3.0583,2.5956,4.5217,4.4868,3.6196,3.0792,3.5038,4.0604,4.9558,3.4075,2.5695,4.1073,3.6313,3.2434,2.4068,4.3785,5.0553,3.0810,2.6930,3.4537,3.6505,4.3167,3.9645,2.5045,4.1007,4.1148,3.4433,4.1125,2.7683,3.5852,2.7630,3.8593,4.4840,2.2765,3.8908,4.4595,4.0687,5.1764,3.8235,5.6308,3.9613,2.9030,3.7739,3.3437,4.8699,5.2167,5.2869,4.5373,3.8094,3.4505,3.0080,4.4704,2.9076,3.7162,4.1085,4.2849,2.7991,2.9170
